Sample,Actual Class,Predicted Class,Truth
138,0,0,True
139,0,0,True
140,0,1,False
141,0,0,True
142,0,1,False
143,0,0,True
144,0,0,True
145,0,0,True
146,0,1,False
147,0,0,True
148,0,0,True
149,0,0,True
150,0,0,True
151,0,1,False
152,0,0,True
153,0,0,True
154,0,0,True
155,0,0,True
156,0,0,True
157,0,0,True
158,1,0,False
159,0,0,True
160,0,0,True
161,0,1,False
162,0,0,True
163,1,1,True
164,0,0,True
165,0,0,True
166,0,0,True
167,0,0,True
168,0,0,True
169,0,0,True
170,0,0,True
171,0,0,True
172,0,0,True
173,0,0,True
174,0,0,True
175,0,0,True
176,0,0,True
177,0,0,True
178,0,1,False
179,0,1,False
180,0,0,True
181,0,0,True
182,0,0,True
183,0,0,True
184,0,0,True
185,1,1,True
186,0,0,True
187,0,1,False
188,0,1,False
189,1,1,True
190,0,1,False
191,0,0,True
192,0,0,True
193,1,1,True
194,0,0,True
195,0,0,True
196,1,0,False
197,1,1,True
198,0,0,True
199,0,1,False
200,0,0,True
201,1,0,False
202,0,1,False
203,0,0,True
204,1,1,True
205,0,1,False
206,0,0,True
207,0,0,True
208,0,0,True
209,0,0,True
210,1,1,True
211,0,1,False
212,0,1,False
213,1,0,False
214,0,0,True
215,1,0,False
216,0,0,True
217,0,0,True
218,0,0,True
219,0,0,True
220,0,0,True
221,1,1,True
222,0,0,True
223,0,0,True
224,0,1,False
225,0,0,True
226,0,0,True
227,0,1,False
228,0,1,False
229,0,0,True
230,0,0,True
231,0,0,True
232,0,0,True
233,0,1,False
234,0,1,False
235,1,0,False
236,0,0,True
237,0,0,True
238,0,0,True
239,0,0,True
240,0,0,True
241,0,0,True
242,0,0,True
243,0,0,True
244,0,0,True
245,0,0,True
246,0,0,True
247,0,0,True
248,1,1,True
249,0,0,True
250,0,0,True
251,0,1,False
252,0,1,False
253,0,1,False
254,0,1,False
255,0,0,True
256,1,0,False
257,0,0,True
258,0,0,True
259,1,0,False
260,0,1,False
261,0,0,True
262,1,1,True
263,0,0,True
264,0,0,True
265,0,0,True
266,1,1,True
267,0,1,False
268,0,0,True
269,0,0,True
270,1,1,True
271,0,1,False
272,0,0,True
273,0,0,True
274,0,0,True
275,0,1,False
276,0,0,True
277,0,0,True
278,0,0,True
279,0,0,True
280,0,0,True
281,0,1,False
282,1,1,True
283,0,0,True
284,0,0,True
285,0,1,False
286,0,0,True
287,1,0,False
288,0,0,True
289,0,1,False
290,0,0,True
291,0,1,False
292,1,0,False
293,0,0,True
294,0,0,True
295,0,0,True
296,0,0,True
297,0,0,True
298,0,0,True
299,0,0,True
300,0,1,False
301,0,0,True
302,0,0,True
303,0,0,True
304,0,0,True
305,1,0,False
306,0,0,True
307,1,0,False
308,0,0,True
309,0,1,False
310,0,1,False
311,0,0,True
312,0,0,True
313,1,0,False
314,0,0,True
315,1,1,True
316,0,0,True
317,0,0,True
318,0,0,True
319,0,0,True
320,0,0,True
321,0,0,True
322,0,0,True
323,0,0,True
324,0,0,True
325,0,0,True
326,0,0,True
327,0,0,True
328,1,1,True
329,0,0,True
330,0,0,True
331,1,0,False
332,0,1,False
333,0,0,True
334,0,0,True
335,0,0,True
336,1,1,True
337,0,0,True
338,0,0,True
339,1,1,True
340,0,1,False
341,0,0,True
342,0,0,True
343,0,1,False
344,1,1,True
345,0,0,True
346,0,0,True
347,0,1,False
348,0,0,True
349,0,0,True
350,0,0,True
351,0,0,True
352,0,0,True
353,0,0,True
354,0,0,True
355,0,0,True
356,0,1,False
357,0,1,False
358,0,1,False
359,0,0,True
360,0,0,True
361,0,0,True
362,0,0,True
363,0,0,True
364,0,0,True
365,0,0,True
366,0,0,True
367,0,0,True
368,1,0,False
369,0,1,False
370,1,1,True
371,0,0,True
372,1,1,True
373,0,0,True
374,0,0,True
375,0,0,True
376,0,0,True
377,0,0,True
378,1,1,True
379,1,0,False
380,0,0,True
381,0,0,True
382,0,0,True
383,1,1,True
384,0,0,True
385,0,0,True
386,0,1,False
387,0,0,True
388,0,0,True
389,0,0,True
390,0,1,False
391,0,0,True
392,0,0,True
393,0,0,True
394,0,0,True
395,0,0,True
396,0,0,True
397,0,0,True
398,0,0,True
399,0,0,True
400,1,0,False
401,0,1,False
402,1,0,False
403,0,0,True
404,0,0,True
405,0,0,True
406,0,0,True
407,0,1,False
408,0,0,True
409,1,0,False
410,0,0,True
411,0,0,True
412,0,0,True
413,0,0,True
414,1,1,True
415,0,0,True
416,0,0,True
417,1,1,True
418,1,0,False
419,0,0,True
420,1,1,True
421,0,0,True
422,1,0,False
423,0,1,False
424,1,1,True
425,0,0,True
426,0,0,True
427,0,1,False
428,0,1,False
429,0,0,True
430,0,1,False
431,0,1,False
432,1,1,True
433,0,0,True
434,0,1,False
435,0,0,True
436,0,0,True
437,1,0,False
438,0,0,True
439,0,0,True
440,0,0,True
441,1,1,True
442,0,0,True
443,0,0,True
444,0,0,True
445,0,0,True
446,0,0,True
447,0,0,True
448,0,0,True
449,0,0,True
450,0,0,True
451,1,0,False
452,0,1,False
453,1,0,False
454,0,0,True
455,1,1,True
456,1,0,False
457,0,0,True
458,0,0,True
459,0,1,False
460,0,0,True
461,0,1,False
462,1,0,False
463,0,0,True
464,0,0,True
465,0,0,True
466,0,0,True
467,0,0,True
468,1,1,True
469,0,0,True
470,0,0,True
471,0,1,False
472,0,0,True
473,0,1,False
474,0,0,True
475,0,0,True
476,0,0,True
477,0,0,True
478,0,1,False
479,1,1,True
480,1,1,True
481,0,0,True
482,1,0,False
483,0,0,True
484,0,0,True
485,0,1,False
486,1,1,True
487,0,1,False
488,1,0,False
489,0,1,False
490,1,0,False
491,0,1,False
492,0,0,True
493,0,0,True
494,0,0,True
495,0,1,False
496,0,0,True
497,0,0,True
498,0,0,True
499,0,0,True
500,0,1,False
501,0,1,False
502,0,0,True
503,0,0,True
504,0,0,True
505,0,0,True
506,0,0,True
507,1,1,True
508,0,1,False
509,1,1,True
510,0,0,True
511,0,0,True
512,0,0,True
513,0,0,True
514,0,0,True
515,0,0,True
516,0,0,True
517,0,0,True
518,1,1,True
519,0,1,False
520,0,0,True
521,0,1,False
522,0,1,False
523,0,0,True
524,0,1,False
525,0,0,True
526,0,0,True
527,0,0,True
528,0,0,True
529,0,0,True
530,0,1,False
531,0,0,True
532,0,0,True
533,1,1,True
534,1,1,True
535,0,1,False
536,0,0,True
537,0,0,True
538,1,1,True
539,0,0,True
540,1,1,True
541,0,0,True
542,0,0,True
543,0,0,True
544,1,1,True
545,1,0,False
546,1,1,True
547,0,0,True
548,0,0,True
549,0,0,True
550,1,1,True
551,0,0,True
552,0,0,True
553,0,0,True
554,0,1,False
555,1,1,True
556,0,0,True
557,0,0,True
558,0,0,True
559,0,0,True
560,0,0,True
561,0,0,True
562,0,0,True
563,1,1,True
564,1,0,False
565,0,0,True
566,1,0,False
567,0,1,False
568,0,0,True
569,0,0,True
570,0,0,True
571,0,1,False
572,0,0,True
573,0,0,True
574,1,0,False
575,1,0,False
576,0,0,True
577,0,0,True
578,0,0,True
579,0,0,True
580,0,0,True
581,0,0,True
582,0,0,True
583,0,0,True
584,0,0,True
585,0,0,True
586,0,0,True
587,0,0,True
588,0,0,True
589,0,1,False
590,0,0,True
591,0,0,True
592,0,0,True
593,0,1,False
594,0,0,True
595,0,0,True
596,1,0,False
597,0,0,True
598,0,1,False
599,0,0,True
600,0,1,False
601,0,1,False
602,0,0,True
603,1,1,True
604,1,0,False
605,0,0,True
606,1,1,True
607,0,0,True
608,0,0,True
609,0,0,True
610,0,0,True
611,0,0,True
612,1,0,False
613,0,0,True
614,1,1,True
615,0,0,True
616,0,0,True
617,0,0,True
618,1,1,True
619,0,0,True
620,0,1,False
621,0,0,True
622,0,0,True
623,0,0,True
624,0,0,True
625,0,0,True
626,0,0,True
627,0,0,True
628,0,0,True
629,0,0,True
630,0,1,False
631,0,0,True
632,0,0,True
633,0,0,True
634,0,0,True
635,0,0,True
636,1,0,False
637,0,0,True
638,0,1,False
639,0,0,True
640,0,1,False
641,0,0,True
642,0,0,True
643,0,0,True
644,0,0,True
645,0,0,True
646,1,1,True
647,0,1,False
648,0,0,True
649,0,0,True
650,0,1,False
651,0,0,True
652,1,1,True
653,0,0,True
654,1,1,True
655,0,0,True
656,0,1,False
657,0,0,True
658,0,0,True
659,0,0,True
660,1,0,False
661,0,0,True
662,1,1,True
663,0,0,True
664,1,0,False
665,0,0,True
666,0,0,True
667,0,0,True
668,0,0,True
669,1,0,False
670,0,0,True
671,0,0,True
672,0,0,True
673,0,1,False
674,0,0,True
675,0,0,True
676,0,0,True
677,0,0,True
678,1,1,True
679,1,1,True
680,0,0,True
681,1,0,False
682,0,0,True
683,1,0,False
684,1,0,False
685,0,1,False
686,0,0,True
687,0,0,True
688,0,0,True
689,0,0,True
690,0,0,True
691,0,0,True
692,0,0,True
693,1,1,True
694,0,0,True
695,0,1,False
696,0,0,True
697,0,0,True
698,0,0,True
699,0,0,True
700,0,0,True
701,0,0,True
702,0,0,True
703,0,0,True
704,0,0,True
705,0,0,True
706,0,0,True
707,0,0,True
708,0,0,True
709,0,0,True
710,0,0,True
711,1,1,True
712,0,1,False
713,1,1,True
714,0,0,True
715,0,0,True
716,1,1,True
717,0,0,True
718,0,0,True
719,0,0,True
720,0,0,True
721,0,0,True
722,0,0,True
723,0,1,False
724,0,0,True
725,1,0,False
726,0,0,True
727,0,0,True
728,0,0,True
729,0,0,True
730,0,0,True
731,0,0,True
732,0,1,False
733,0,0,True
734,0,1,False
735,1,1,True
736,0,0,True
737,0,0,True
738,0,0,True
739,0,0,True
740,1,1,True
741,0,1,False
742,0,0,True
743,0,0,True
744,0,0,True
745,0,0,True
746,0,0,True
747,0,0,True
748,1,1,True
749,0,1,False
750,0,0,True
751,0,0,True
752,0,0,True
753,0,0,True
754,1,0,False
755,0,0,True
756,0,0,True
757,0,0,True
758,1,1,True
759,0,0,True
760,0,1,False
761,0,0,True
762,1,0,False
763,0,0,True
764,0,0,True
765,0,1,False
766,1,1,True
767,0,0,True
768,0,0,True
769,0,0,True
770,1,1,True
771,1,0,False
772,0,1,False
773,0,1,False
774,0,0,True
775,0,0,True
776,0,1,False
777,0,0,True
778,0,0,True
779,0,0,True
780,0,0,True
781,0,0,True
782,0,0,True
783,0,0,True
784,0,1,False
785,0,0,True
786,0,0,True
787,0,0,True
788,0,0,True
789,0,0,True
790,0,1,False
791,0,0,True
792,0,0,True
793,1,0,False
794,0,0,True
795,0,1,False
796,1,1,True
797,1,1,True
798,1,1,True
799,1,1,True
800,0,0,True
801,0,0,True
802,0,1,False
803,0,0,True
804,0,0,True
805,1,0,False
806,0,0,True
807,1,1,True
808,0,0,True
809,0,0,True
810,0,0,True
811,0,1,False
812,0,1,False
813,0,0,True
814,0,1,False
815,0,0,True
816,0,0,True
817,0,0,True
818,0,1,False
819,0,1,False
820,0,1,False
821,0,1,False
822,0,0,True
823,0,1,False
824,0,1,False
825,0,0,True
826,0,0,True
827,0,0,True
828,0,0,True
829,0,0,True
830,0,0,True
831,0,0,True
832,0,1,False
833,0,0,True
834,0,0,True
835,0,0,True
836,1,1,True
837,0,0,True
838,0,0,True
839,1,0,False
840,0,0,True
841,1,1,True
842,0,0,True
843,1,1,True
844,0,1,False
845,0,1,False
846,0,1,False
847,0,0,True
848,0,0,True
849,0,0,True
850,0,0,True
851,0,0,True
852,0,0,True
853,0,1,False
854,0,0,True
855,0,0,True
856,0,0,True
857,0,0,True
858,0,0,True
859,0,0,True
860,0,0,True
861,0,0,True
862,0,1,False
863,0,0,True
864,0,0,True
865,1,1,True
866,0,0,True
867,0,0,True
868,0,0,True
869,0,0,True
870,0,0,True
871,0,1,False
872,1,1,True
873,0,0,True
874,0,0,True
875,1,0,False
876,0,0,True
877,0,0,True
878,0,0,True
879,1,1,True
880,0,0,True
881,0,0,True
882,0,0,True
883,0,0,True
884,0,0,True
885,0,0,True
886,0,0,True
887,1,1,True
888,1,1,True
889,0,0,True
890,0,0,True
891,1,0,False
892,0,1,False
893,0,0,True
894,0,0,True
895,0,1,False
896,1,0,False
897,0,1,False
898,0,0,True
899,0,0,True
900,0,0,True
901,0,0,True
902,0,0,True
903,0,0,True
904,0,0,True
905,0,0,True
906,0,0,True
907,1,0,False
908,0,0,True
909,0,0,True
910,1,0,False
911,0,0,True
912,1,0,False
913,0,0,True
914,0,1,False
915,0,0,True
916,0,0,True
917,0,0,True
918,0,0,True
919,0,0,True
920,0,0,True
921,0,0,True
922,0,0,True
923,1,1,True
924,0,0,True
925,1,1,True
926,1,1,True
927,0,1,False
928,0,0,True
929,1,0,False
930,0,0,True
931,0,0,True
932,1,0,False
933,0,0,True
934,0,0,True
935,1,0,False
936,0,0,True
937,0,0,True
938,0,0,True
939,0,1,False
940,0,0,True
941,0,0,True
942,0,0,True
943,0,0,True
944,1,1,True
945,0,0,True
946,0,1,False
947,0,1,False
948,0,0,True
949,0,0,True
950,0,0,True
951,0,0,True
952,0,0,True
953,1,0,False
954,0,0,True
955,0,0,True
956,0,0,True
957,0,0,True
958,0,0,True
959,0,0,True
960,1,1,True
961,1,1,True
962,0,0,True
963,0,0,True
964,0,0,True
965,0,0,True
966,1,1,True
967,0,0,True
968,0,0,True
969,0,0,True
970,0,0,True
971,1,1,True
972,0,1,False
973,0,0,True
974,0,0,True
975,0,0,True
976,0,1,False
977,0,0,True
978,0,0,True
979,0,0,True
980,0,0,True
981,1,1,True
982,0,0,True
983,0,0,True
984,0,1,False
985,0,0,True
986,0,0,True
987,0,0,True
988,0,1,False
989,1,1,True
990,0,0,True
991,0,0,True
992,1,1,True
993,0,0,True
994,0,0,True
995,0,0,True
996,0,1,False
997,0,0,True
998,0,0,True
999,0,0,True
1000,0,0,True
1001,0,0,True
1002,0,0,True
1003,1,0,False
1004,0,0,True
1005,0,0,True
1006,0,0,True
1007,0,0,True
1008,0,0,True
1009,0,0,True
1010,0,0,True
1011,0,0,True
1012,0,0,True
1013,0,1,False
1014,0,0,True
1015,0,0,True
1016,0,0,True
1017,1,0,False
1018,0,1,False
1019,0,1,False
1020,1,1,True
1021,0,0,True
1022,0,1,False
1023,1,0,False
1024,0,0,True
1025,0,0,True
1026,1,1,True
1027,0,1,False
1028,0,0,True
1029,0,0,True
1030,0,0,True
1031,0,0,True
1032,0,0,True
1033,0,0,True
1034,0,0,True
1035,0,0,True
1036,0,0,True
1037,0,0,True
1038,1,0,False
1039,0,0,True
1040,0,0,True
1041,1,1,True
1042,0,1,False
1043,0,0,True
1044,0,0,True
1045,0,0,True
1046,0,1,False
1047,0,0,True
1048,0,0,True
1049,0,1,False
1050,0,1,False
1051,0,1,False
1052,1,0,False
1053,0,1,False
1054,0,0,True
1055,1,0,False
1056,0,0,True
1057,0,1,False
1058,0,0,True
1059,0,0,True
1060,0,0,True
1061,0,1,False
1062,0,0,True
1063,0,0,True
1064,0,0,True
1065,0,0,True
1066,0,0,True
1067,0,0,True
1068,0,0,True
1069,0,1,False
1070,0,1,False
1071,0,1,False
1072,0,0,True
1073,0,0,True
1074,0,0,True
1075,1,1,True
1076,0,0,True
1077,0,0,True
1078,0,0,True
1079,0,0,True
1080,0,0,True
1081,0,0,True
1082,0,1,False
1083,0,0,True
1084,0,0,True
1085,0,0,True
1086,0,0,True
1087,0,0,True
1088,0,0,True
1089,0,0,True
1090,1,1,True
1091,1,1,True
1092,0,1,False
1093,0,0,True
1094,1,1,True
1095,0,0,True
1096,0,1,False
1097,0,1,False
1098,0,0,True
1099,0,0,True
1100,0,1,False
1101,0,0,True
1102,0,0,True
1103,1,1,True
1104,1,1,True
1105,0,0,True
1106,0,0,True
1107,0,1,False
1108,0,0,True
1109,1,1,True
1110,0,0,True
1111,0,0,True
1112,0,0,True
1113,0,0,True
1114,0,0,True
1115,0,0,True
1116,0,0,True
1117,0,0,True
1118,0,1,False
1119,1,0,False
1120,0,0,True
1121,1,0,False
1122,0,0,True
1123,0,1,False
1124,0,1,False
1125,0,0,True
1126,0,0,True
1127,0,0,True
1128,0,0,True
1129,0,0,True
1130,0,0,True
1131,0,0,True
1132,0,0,True
1133,0,1,False
1134,0,0,True
1135,0,0,True
1136,0,1,False
1137,0,1,False
1138,0,0,True
1139,0,1,False
1140,0,0,True
1141,0,1,False
1142,0,0,True
1143,0,0,True
1144,0,0,True
1145,0,0,True
1146,0,0,True
1147,0,0,True
1148,1,1,True
1149,1,1,True
1150,0,0,True
1151,0,1,False
1152,0,0,True
1153,0,0,True
1154,0,0,True
1155,0,0,True
1156,0,0,True
1157,0,0,True
1158,0,0,True
1159,0,0,True
1160,0,0,True
1161,0,0,True
1162,0,0,True
1163,0,0,True
1164,0,0,True
1165,0,0,True
1166,0,1,False
1167,0,0,True
1168,0,1,False
1169,0,0,True
1170,0,1,False
1171,0,0,True
1172,0,0,True
1173,0,0,True
1174,0,0,True
1175,1,0,False
1176,0,0,True
1177,0,0,True
1178,0,0,True
1179,0,0,True
1180,1,0,False
1181,1,1,True
1182,0,0,True
1183,0,0,True
1184,1,0,False
1185,0,0,True
1186,0,0,True
1187,0,0,True
1188,0,0,True
1189,1,1,True
1190,0,0,True
1191,0,0,True
1192,0,1,False
1193,0,0,True
1194,0,0,True
1195,0,0,True
1196,0,0,True
1197,0,1,False
1198,0,0,True
1199,0,1,False
1200,0,1,False
1201,0,0,True
1202,0,0,True
1203,0,1,False
1204,0,0,True
1205,1,1,True
1206,0,0,True
1207,0,0,True
1208,0,0,True
1209,0,0,True
1210,0,1,False
1211,0,0,True
1212,1,1,True
1213,1,1,True
1214,0,1,False
1215,0,1,False
1216,0,0,True
1217,0,0,True
1218,0,0,True
1219,0,0,True
1220,0,0,True
1221,0,0,True
1222,0,0,True
1223,0,0,True
1224,0,0,True
1225,0,0,True
1226,0,0,True
1227,0,1,False
1228,0,0,True
1229,0,0,True
1230,0,0,True
1231,0,0,True
1232,0,0,True
1233,1,1,True
1234,0,0,True
1235,0,0,True
1236,0,0,True
1237,0,1,False
1238,1,0,False
1239,1,1,True
1240,0,0,True
1241,0,0,True
1242,0,0,True
1243,0,0,True
1244,1,1,True
1245,0,0,True
1246,0,0,True
1247,0,0,True
1248,0,0,True
1249,0,0,True
1250,0,0,True
1251,0,0,True
1252,0,0,True
1253,0,1,False
1254,0,0,True
1255,0,0,True
1256,0,0,True
1257,0,0,True
1258,0,0,True
1259,0,0,True
1260,0,0,True
1261,0,0,True
1262,0,0,True
1263,0,0,True
1264,0,0,True
1265,0,0,True
1266,0,0,True
1267,0,0,True
1268,0,0,True
1269,0,0,True
1270,0,0,True
1271,0,0,True
1272,0,0,True
1273,0,0,True
1274,0,0,True
1275,1,0,False
1276,0,0,True
1277,0,0,True
1278,0,0,True
1279,0,0,True
1280,1,1,True
1281,0,0,True
1282,0,0,True
1283,0,0,True
1284,0,0,True
1285,0,0,True
1286,0,0,True
1287,0,1,False
1288,0,1,False
1289,0,0,True
1290,0,0,True
1291,0,1,False
1292,0,0,True
1293,0,0,True
1294,0,0,True
1295,1,1,True
1296,1,1,True
1297,1,1,True
1298,0,0,True
1299,0,0,True
1300,1,1,True
1301,0,0,True
1302,1,1,True
1303,0,0,True
1304,0,1,False
1305,0,0,True
1306,0,0,True
1307,0,0,True
1308,0,0,True
1309,1,1,True
1310,0,1,False
1311,0,0,True
1312,0,1,False
1313,0,0,True
1314,0,1,False
1315,0,0,True
1316,0,0,True
1317,0,1,False
1318,1,1,True
1319,1,0,False
1320,0,1,False
1321,0,0,True
1322,1,1,True
1323,0,0,True
1324,0,0,True
1325,0,0,True
1326,0,0,True
1327,0,1,False
1328,1,1,True
1329,0,0,True
1330,0,1,False
1331,0,0,True
1332,0,0,True
1333,0,0,True
1334,0,0,True
1335,0,0,True
1336,0,0,True
1337,0,0,True
1338,1,0,False
1339,0,0,True
1340,0,1,False
1341,0,0,True
1342,0,1,False
1343,0,0,True
1344,0,1,False
1345,0,0,True
1346,0,0,True
1347,0,0,True
1348,0,0,True
1349,0,0,True
1350,0,0,True
1351,0,0,True
1352,0,0,True
1353,0,0,True
1354,0,0,True
1355,0,1,False
1356,0,0,True
1357,1,1,True
1358,0,0,True
1359,0,0,True
1360,1,1,True
1361,0,1,False
1362,0,0,True
1363,0,1,False
1364,0,0,True
1365,0,0,True
1366,0,0,True
1367,0,0,True
1368,0,1,False
1369,1,0,False
1370,0,0,True
1371,0,0,True
1372,0,1,False
1373,1,1,True
1374,0,1,False
1375,0,0,True
1376,0,0,True
1377,0,0,True
1378,0,0,True
1379,0,0,True
1380,0,0,True
1381,0,0,True
1382,1,1,True
1383,0,0,True
1384,0,0,True
1385,1,0,False
1386,0,0,True
1387,1,1,True
1388,0,1,False
1389,0,0,True
1390,0,0,True
1391,0,1,False
1392,1,1,True
1393,0,0,True
1394,0,1,False
1395,0,0,True
1396,0,0,True
1397,0,1,False
1398,0,0,True
1399,0,0,True
1400,1,1,True
1401,0,0,True
1402,0,1,False
1403,0,1,False
1404,0,0,True
1405,0,0,True
1406,0,0,True
1407,1,0,False
1408,1,0,False
1409,0,0,True
1410,0,0,True
1411,0,0,True
1412,0,0,True
1413,0,0,True
1414,0,0,True
1415,0,0,True
1416,0,0,True
1417,0,0,True
1418,0,0,True
1419,0,1,False
1420,0,1,False
1421,0,0,True
1422,0,0,True
1423,0,0,True
1424,0,0,True
1425,0,0,True
1426,0,0,True
1427,0,0,True
1428,0,0,True
1429,0,0,True
1430,0,0,True
1431,0,0,True
1432,0,0,True
1433,0,0,True
1434,0,0,True
1435,0,1,False
1436,0,0,True
1437,0,0,True
1438,0,0,True
1439,0,0,True
1440,0,0,True
1441,1,1,True
1442,0,0,True
1443,0,0,True
1444,0,0,True
1445,0,0,True
1446,0,0,True
1447,0,0,True
1448,0,1,False
1449,0,0,True
1450,0,0,True
1451,0,0,True
1452,0,1,False
1453,1,1,True
1454,0,0,True
1455,0,0,True
1456,0,0,True
1457,0,0,True
1458,0,0,True
1459,0,0,True
1460,0,0,True
1461,0,0,True
1462,0,0,True
1463,0,0,True
1464,0,0,True
1465,0,1,False
1466,0,0,True
1467,0,0,True
1468,0,0,True
1469,0,0,True
1470,0,0,True
1471,0,0,True
1472,0,0,True
1473,0,0,True
1474,1,0,False
1475,1,0,False
1476,0,0,True
1477,0,1,False
1478,0,1,False
1479,0,1,False
1480,0,0,True
1481,0,0,True
1482,0,0,True
1483,0,0,True
1484,0,1,False
1485,0,0,True
1486,0,1,False
1487,1,1,True
1488,0,0,True
1489,0,0,True
1490,0,0,True
1491,0,0,True
1492,0,0,True
1493,0,0,True
1494,1,0,False
1495,0,0,True
1496,1,0,False
1497,1,0,False
1498,0,1,False
1499,0,0,True
1500,0,0,True
1501,0,0,True
1502,0,0,True
1503,0,0,True
1504,0,0,True
1505,0,0,True
1506,0,0,True
1507,0,0,True
1508,0,0,True
1509,0,0,True
1510,0,1,False
1511,0,0,True
1512,0,0,True
1513,1,1,True
1514,0,0,True
1515,0,0,True
1516,0,0,True
1517,0,0,True
1518,0,0,True
1519,0,0,True
1520,0,0,True
1521,0,1,False
1522,1,0,False
1523,0,1,False
1524,0,0,True
1525,0,0,True
1526,0,0,True
1527,1,0,False
1528,0,0,True
1529,1,0,False
1530,1,1,True
1531,0,1,False
1532,0,0,True
1533,0,0,True
1534,0,1,False
1535,0,0,True
1536,0,0,True
1537,0,0,True
1538,0,0,True
1539,0,0,True
1540,0,0,True
